age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target,ID
25,Private,178421,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,1,CX12115
43,Private,484861,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,38,United-States,1,CX12116
56,Private,205735,1st-4th,2,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,1,CX12118
39,Private,355468,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,46,United-States,0,CX12120
60,Self-emp-not-inc,184362,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,1,CX12121
27,Private,347513,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,CX12122
21,Private,138768,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,1,CX12123
24,Private,29810,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,1,CX12124
31,Private,126501,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,CX12125
22,Private,60783,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,1,CX12126
26,Private,179772,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,1,CX12127
33,Private,70447,HS-grad,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,1,CX12129
55,?,449576,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,48,Mexico,1,CX12130
29,Private,327964,9th,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,1,CX12131
72,Private,496538,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States,1,CX12132
53,State-gov,77651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,CX12134
40,Private,119493,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,1,CX12135
20,Private,256240,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,1,CX12136
41,Local-gov,37848,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States,1,CX12138
45,Private,129336,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0,CX12139
27,Private,183511,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,CX12140
46,Self-emp-inc,120131,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,0,CX12141
55,Private,190508,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,United-States,1,CX12142
31,Private,363130,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,0,CX12143
45,Private,240356,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,55,United-States,1,CX12144
64,Private,133166,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,5,United-States,1,CX12145
38,Private,32916,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,CX12146
17,Private,117477,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,1,CX12147
33,Private,34748,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,20,United-States,0,CX12148
22,Private,459463,12th,8,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States,1,CX12149
25,Private,118088,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,1,CX12151
33,Private,150570,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,43,United-States,0,CX12152
31,?,505438,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,30,Mexico,1,CX12153
37,Private,179731,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,1,CX12154
53,Private,122109,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,1876,38,United-States,1,CX12155
28,Local-gov,163942,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,1,CX12156
41,Private,123403,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,CX12158
61,Self-emp-inc,119986,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,CX12159
20,?,40060,Some-college,10,Never-married,?,Own-child,White,Male,0,0,56,United-States,1,CX12161
35,Private,260578,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,CX12162
64,Local-gov,96076,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,CX12163
28,Private,70604,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,1,CX12164
39,Self-emp-not-inc,230329,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1564,12,United-States,0,CX12165
53,Private,49715,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,1,CX12166
28,Private,116531,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,CX12167
38,Federal-gov,214542,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,1,CX12168
25,Local-gov,335005,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Italy,1,CX12169
20,Private,203240,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,1,CX12171
27,Private,104457,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,1,CX12172
55,Local-gov,99131,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,2246,40,United-States,0,CX12173
21,?,479482,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,1,CX12175
30,Private,167790,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,CX12176
47,Private,133758,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1974,40,United-States,1,CX12177
22,Private,106843,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,30,United-States,1,CX12178
24,Private,117959,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4386,0,40,United-States,0,CX12179
26,Private,174921,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,1,CX12180
57,Private,99364,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,1,CX12182
18,Local-gov,155905,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,1,CX12183
34,Self-emp-not-inc,304622,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,1,CX12185
40,Private,198692,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,60,United-States,0,CX12186
25,Private,162687,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,CX12188
48,Private,158924,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,CX12190
27,Self-emp-not-inc,141795,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,1,CX12191
33,Self-emp-not-inc,33404,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,0,CX12192
65,Self-emp-inc,178771,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,CX12193
52,Private,168553,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,0,CX12194
27,Private,110648,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,1,CX12195
32,Private,151053,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,1,CX12196
45,Self-emp-not-inc,142871,Some-college,10,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,1,CX12197
18,?,343161,11th,7,Never-married,?,Own-child,White,Male,0,0,16,United-States,1,CX12198
27,Private,183523,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1,CX12199
57,Self-emp-not-inc,222216,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,1,CX12200
44,Private,121874,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,55,United-States,0,CX12201
30,Private,467108,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,0,CX12202
26,Private,34393,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,CX12203
28,Federal-gov,42003,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,CX12204
61,Private,180418,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,CX12205
33,Private,144949,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,0,CX12207
50,Private,155594,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0,CX12208
33,Private,232475,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,CX12210
45,Local-gov,140644,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,CX12212
50,?,346014,7th-8th,4,Separated,?,Own-child,White,Female,0,0,20,United-States,1,CX12214
47,Self-emp-not-inc,159726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,CX12215
52,Federal-gov,290856,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,CX12216
57,Private,217886,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,1,CX12217
58,Private,106546,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,2174,0,40,United-States,1,CX12219
50,Local-gov,220640,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,0,CX12220
34,Self-emp-not-inc,288486,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,CX12222
20,Private,227411,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,1,CX12223
37,Local-gov,99935,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,50,United-States,0,CX12224
57,Private,201112,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,1,CX12225
57,Self-emp-not-inc,123778,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,1,CX12226
21,Private,204596,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,1,CX12227
40,Private,190290,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,1,CX12228
23,Private,196674,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,CX12229
54,Private,108435,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,1,CX12230
38,Private,186359,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,CX12231
32,Private,137076,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,0,CX12232
22,State-gov,262819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,CX12233
27,Private,171655,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,1,CX12234
42,Private,183319,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,1,CX12235
22,Private,68678,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,1,CX12237
40,State-gov,140108,9th,5,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,1,CX12238
26,Private,263444,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1,CX12239
28,Private,410216,11th,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0,CX12241
46,State-gov,20534,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1,CX12242
55,Private,188917,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,1,CX12243
76,Private,98695,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,1,CX12244
50,Private,237819,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,CX12246
75,Private,187424,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,1,CX12247
42,Federal-gov,198316,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,CX12248
36,Local-gov,139703,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,1,CX12249
51,Private,152596,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,CX12250
43,Private,194726,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States,0,CX12251
20,?,229843,Some-college,10,Never-married,?,Not-in-family,Black,Female,0,0,20,United-States,1,CX12253
73,Private,92298,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,15,United-States,1,CX12256
27,Private,390657,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,1,CX12257
50,Private,89041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,0,CX12258
35,Private,314897,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,1,CX12259
31,Private,166343,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,50,?,1,CX12260
45,Private,88781,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,0,CX12261
57,Private,41762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,0,CX12262
34,Private,849857,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,1,CX12263
19,Private,307496,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,1,CX12264
25,Private,324372,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,1,CX12265
39,Private,99270,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Germany,0,CX12266
28,Private,160731,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,0,CX12267
48,State-gov,148306,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1,CX12268
53,Private,224894,5th-6th,3,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,Haiti,1,CX12270
23,Private,213719,Assoc-acdm,12,Never-married,Sales,Own-child,Black,Female,0,0,36,United-States,1,CX12273
35,Private,146042,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,CX12275
21,Private,180339,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Female,0,1602,30,United-States,1,CX12276
24,Private,99970,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,1,CX12277
34,Private,300687,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1,CX12278
29,Local-gov,219906,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,United-States,0,CX12279
24,Private,122234,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,?,1,CX12280
28,Private,239539,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,1,CX12282
38,Private,186934,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,CX12284
29,Private,234447,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,1,CX12285
35,Private,125933,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,CX12286
29,Private,142760,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,1,CX12287
41,State-gov,309056,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,CX12288
40,Self-emp-not-inc,48859,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,1,CX12289
30,Private,110594,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,CX12290
72,Private,426562,11th,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,1,CX12291
17,Private,169037,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,1,CX12292
46,Self-emp-inc,123075,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,1,CX12293
38,Private,195744,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,1,CX12294
36,Private,81896,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,1,CX12295
24,Self-emp-not-inc,172047,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,CX12296
28,Private,253814,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,1,CX12297
28,Private,66473,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,CX12298
42,Local-gov,271521,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States,0,CX12300
48,Private,265295,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,CX12301
32,Private,196342,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,CX12303
55,Private,223594,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,Puerto-Rico,0,CX12304
68,Private,124686,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,1,CX12306
45,Private,50163,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,1,CX12307
22,Private,218215,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,1,CX12309
22,Private,166371,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,CX12310
36,Private,169469,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,0,CX12311
52,Private,145081,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,1,CX12312
68,Private,214521,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,1,CX12313
52,Private,201310,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,?,1,CX12315
46,Self-emp-not-inc,197836,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,1,CX12316
53,Private,158294,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,0,CX12317
17,Private,127366,11th,7,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,1,CX12318
29,Private,203697,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,75,United-States,1,CX12319
45,Private,165232,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,Trinadad&Tobago,1,CX12321
57,Private,175942,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0,CX12322
30,Federal-gov,356689,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Japan,1,CX12323
46,Private,132912,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0,CX12324
45,Private,187226,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,CX12325
40,Private,202565,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,1,CX12327
38,State-gov,103925,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,2036,0,20,United-States,1,CX12328
22,Private,112164,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,?,1,CX12329
59,Self-emp-not-inc,70623,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States,1,CX12330
36,Private,102729,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,CX12331
40,Private,558944,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,1,CX12332
18,Private,256967,10th,6,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,1,CX12333
62,?,144583,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,1,CX12334
29,Private,159788,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,1,CX12336
27,Private,55743,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,45,United-States,0,CX12337
47,State-gov,148171,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,France,0,CX12338
20,Local-gov,271354,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,1,CX12339
29,Private,272913,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,1,CX12341
22,Private,324445,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,1,CX12342
42,Private,155469,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Female,0,0,24,United-States,1,CX12343
60,Private,291904,10th,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,1,CX12345
41,Federal-gov,186601,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,1,CX12346
43,Private,172401,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,CX12347
33,Private,193285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,0,CX12348
34,Private,176244,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1,CX12349
22,?,34616,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,1,CX12351
27,Private,180758,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,1,CX12353
60,Local-gov,141637,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,CX12354
41,Self-emp-not-inc,169023,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,0,CX12355
34,Self-emp-not-inc,101266,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,62,United-States,1,CX12356
30,Private,164190,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,CX12357
35,Private,142282,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,1,CX12358
39,Federal-gov,103984,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,1,CX12359
64,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,CX12360
17,Self-emp-not-inc,36218,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,1,CX12361
37,Local-gov,249392,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,CX12363
43,Self-emp-not-inc,110355,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1,CX12364
17,Private,163836,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,1,CX12366
29,Private,145592,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,1,CX12367
24,Private,108495,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,India,1,CX12368
27,Self-emp-not-inc,212041,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1,CX12369
69,Self-emp-inc,182451,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1,CX12370
29,Private,199116,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,1,CX12372
17,?,144114,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,1,CX12373
70,Private,405362,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,1,CX12375
32,Private,175856,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,0,CX12376
21,?,262241,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,40,United-States,1,CX12377
27,Self-emp-not-inc,420054,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,9562,0,50,United-States,0,CX12378
19,Private,187161,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,1,CX12380
44,State-gov,691903,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,0,CX12381
36,Private,219483,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,CX12382
45,Private,199058,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,0,CX12383
29,Private,192010,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Poland,1,CX12384
34,Federal-gov,419691,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,54,United-States,0,CX12385
28,Local-gov,356089,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,1,CX12386
34,Private,684015,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,1,CX12387
18,Private,36882,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,1,CX12388
39,Private,203180,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Female,0,0,45,United-States,1,CX12389
34,Private,183811,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,1,CX12390
35,Local-gov,103966,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,0,0,41,United-States,1,CX12391
24,Private,304602,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,1,CX12392
41,Private,57233,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1,CX12393
50,State-gov,289207,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,0,CX12394
68,Private,224019,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,1,CX12395
35,Private,267966,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,1,CX12396
43,Local-gov,241528,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1,CX12398
35,Private,197365,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,CX12399
34,Private,296724,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,17,United-States,1,CX12400
